"formula","1","2","3","4","5"
"(p->(((q->q)->(((p->q)->r)->(p->((q->(p->r))->q))))->r))->q","p,q,r","p,q,r","p,q,r","p","p"
"(p->(p->(q->(((((q->q)->p)->q)->(q->q))->(p->q)))))->(r->r)","p,q,r","p,q,r","p,q,r","p","p"
"p->((((((q->p)->(r->(r->q)))->(p->r))->r)->p)->(q->(q->r)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->q)->r)->(r->(r->((r->(((((q->p)->r)->p)->p)->r))->q)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->p)->(q->(((p->p)->p)->(p->(q->(p->(q->(q->r))))))))->p","p,q,r","p,q,r","p,q,r","p","p"
"((p->q)->p)->((((q->(((q->r)->((r->r)->p))->r))->r)->q)->p)","p,q,r","p,q,r","p,q,r","p","p"
"((((p->p)->((q->q)->q))->q)->r)->((p->(p->(p->q)))->(q->r))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->q)->((p->((r->p)->(r->((r->q)->(r->p)))))->p)))->p","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->q)->(((q->q)->p)->((((p->q)->r)->r)->(p->r)))))->p","p,q,r","p,q,r","p,q,r","p","p"
"((p->((q->(p->q))->(((((p->p)->r)->p)->p)->(q->r))))->q)->r","p,q,r","p,q,r","p,q,r","p","p"
"p->((((p->p)->q)->p)->(((p->((q->p)->r))->(r->(p->p)))->p))","p,q,r","p,q,r","p,q,r","p","p"
"((p->(q->q))->(q->r))->((((q->q)->r)->(p->r))->(q->(q->r)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->p)->(q->((((q->p)->q)->p)->(r->(q->(r->(r->(q->q)))))))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(p->(p->q)))->((r->((q->(p->(p->p)))->(r->p)))->(p->p))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(q->r))->((((r->q)->(p->((p->(q->p))->(p->r))))->q)->p)","p,q,r","p,q,r","p,q,r","p","p"
"(p->(q->(p->(((p->q)->q)->(q->p)))))->((r->q)->(p->(p->r)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((q->(q->p))->p))->((((r->p)->(p->(p->(q->p))))->p)->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->(((((p->(q->(p->(r->r))))->r)->(p->q))->r)->(p->q)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->p)->(((q->((q->r)->p))->q)->(((q->p)->((p->q)->r))->q))","p,q,r","p,q,r","p,q,r","p","p"
"(p->q)->(((q->p)->(((r->(((q->r)->p)->r))->r)->(q->p)))->p)","p,q,r","p,q,r","p,q,r","p","p"
"(p->(q->r))->(q->((p->((q->(r->(r->((q->q)->q))))->q))->q))","p,q,r","p,q,r","p,q,r","p","p"
"(((((p->q)->(q->r))->p)->r)->(p->(q->(q->r))))->((r->q)->q)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->(((p->q)->(p->((q->p)->p)))->r))->(q->(r->p)))->q)->p","p,q,r","p,q,r","p,q,r","p","p"
"(((((p->q)->p)->(((p->((q->r)->p))->r)->r))->(p->q))->r)->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->(p->(p->(q->((q->(r->((q->q)->r)))->r)))))->q))->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->((((((q->q)->p)->(q->((p->r)->q)))->q)->q)->q))->(p->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->(((r->((q->(p->r))->r))->(p->(r->((p->r)->r))))->r))","p,q,r","p,q,r","p,q,r","p","p"
"((p->((p->(p->q))->r))->(q->q))->(((r->((p->q)->q))->q)->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->(p->r))->((r->(r->(((r->p)->p)->r)))->p))->(r->q))","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->(p->(((q->(((r->q)->(p->((p->q)->r)))->p))->r)->q)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->(p->((p->((q->q)->(p->p)))->q)))->(q->((r->q)->p)))->r","p,q,r","p,q,r","p,q,r","p","p"
"((p->q)->(r->r))->((((q->p)->r)->((r->((r->r)->q))->q))->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(((((p->(q->((q->r)->q)))->r)->r)->p)->((q->(q->q))->r))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((q->(p->(((((r->q)->q)->q)->(r->p))->p)))->p))->(r->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->((q->(p->(p->(r->q))))->p))->q)->((r->q)->(r->q)))","p,q,r","p,q,r","p,q,r","p","p"
"p->((((((p->(q->p))->(r->p))->(p->p))->r)->((q->r)->p))->q)","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->((((r->(q->(r->(r->r))))->p)->(q->p))->((p->p)->q)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->q)->(r->q)))->((q->(r->(r->(r->(p->r)))))->(r->r))","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->((p->(r->(p->(p->r))))->(p->(q->p))))->q)->(q->r))","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->(p->((q->p)->(q->((p->((r->q)->(q->(r->p))))->p)))))","p,q,r","p,q,r","p,q,r","p","p"
"(((p->(q->q))->q)->(r->(((r->q)->((p->r)->r))->r)))->(p->q)","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->((p->(r->q))->(p->(((r->(((q->p)->q)->r))->p)->p))))","p,q,r","p,q,r","p,q,r","p","p"
"p->((q->(p->((q->(r->(p->q)))->(p->r))))->(p->((r->p)->q)))","p,q,r","p,q,r","p,q,r","p","p"
"(p->((p->(q->p))->((p->(p->r))->((q->(r->q))->(p->p)))))->r","p,q,r","p,q,r","p,q,r","p","p"
"((p->((q->(q->((p->q)->(q->r))))->p))->(q->((q->p)->r)))->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->((((q->(r->(r->q)))->r)->(p->r))->r))->(q->((r->r)->q))","p,q,r","p,q,r","p,q,r","p","p"
"(((p->q)->(((p->((p->r)->(r->p)))->(q->r))->p))->(q->q))->q","p,q,r","p,q,r","p,q,r","p","p"
"((p->(((q->(p->r))->q)->q))->(((q->r)->p)->(p->(p->p))))->r","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->q)->((q->(p->((((q->r)->q)->r)->r)))->q))->(p->p))","p,q,r","p,q,r","p,q,r","p","p"
"p->((((q->q)->(q->q))->((p->p)->((q->r)->r)))->(q->(q->p)))","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->(p->p))->(r->(q->((q->p)->(p->((q->p)->q))))))->r)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->q)->((((r->p)->p)->q)->(p->(r->q))))->(q->q))->(r->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->((q->((((q->(q->r))->((p->p)->q))->(r->r))->(p->p)))->p)","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((q->r)->r)->(p->((r->p)->(((p->q)->r)->q)))))->(q->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->(q->p))->((p->q)->(((((r->p)->p)->(r->p))->p)->r)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->p)->q)->(((r->(q->(r->(q->p))))->(((r->q)->r)->q))->q)","p,q,r","p,q,r","p,q,r","p","p"
"((p->p)->q)->(((p->(((p->r)->p)->(q->r)))->(p->(p->r)))->r)","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->(q->((((r->q)->q)->r)->(q->q))))->((q->(q->p))->p))","p,q,r","p,q,r","p,q,r","p","p"
"((p->(q->r))->((q->p)->p))->(((p->q)->(r->q))->((r->q)->q))","p,q,r","p,q,r","p,q,r","p","p"
"p->((q->(q->q))->((r->(((((r->q)->(r->p))->q)->r)->p))->r))","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((q->(q->((r->q)->r)))->(q->(q->((p->r)->r))))->p))->r","p,q,r","p,q,r","p,q,r","p","p"
"p->(((q->((((((q->p)->r)->((q->q)->p))->p)->q)->r))->q)->p)","p,q,r","p,q,r","p,q,r","p","p"
"(((p->(p->(q->q)))->(p->q))->p)->((((q->r)->r)->(p->q))->p)","p,q,r","p,q,r","p,q,r","p","p"
"(p->((((((p->(q->q))->(p->r))->q)->p)->((q->r)->p))->p))->r","p,q,r","p,q,r","p,q,r","p","p"
"p->(q->(r->(((p->r)->((r->(r->(p->(p->q))))->p))->(r->q))))","p,q,r","p,q,r","p,q,r","p","p"
"(p->q)->(((((q->q)->p)->q)->(p->r))->((q->r)->((q->r)->r)))","p,q,r","p,q,r","p,q,r","p","p"
"((p->p)->(q->(p->((p->q)->((q->(q->p))->p)))))->((q->r)->q)","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((p->((q->r)->(r->r)))->p)->(q->(p->p))))->((r->q)->q)","p,q,r","p,q,r","p,q,r","p","p"
"((p->(q->(r->(q->((q->r)->q)))))->q)->((q->p)->((r->r)->q))","p,q,r","p,q,r","p,q,r","p","p"
"p->((q->(((q->q)->(((p->q)->((r->r)->r))->(p->q)))->r))->p)","p,q,r","p,q,r","p,q,r","p","p"
"p->(p->(p->((((q->p)->q)->q)->(r->((p->(q->(r->r)))->q)))))","p,q,r","p,q,r","p,q,r","p","p"
"(((((((p->p)->((q->(p->(r->r)))->p))->r)->q)->p)->q)->q)->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->((q->q)->q))->((r->((((p->r)->r)->(r->p))->(r->q)))->q)","p,q,r","p,q,r","p,q,r","p","p"
"((((p->q)->(q->p))->q)->((r->((q->r)->((q->q)->p)))->p))->r","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((((p->q)->q)->r)->q)->((p->r)->(((q->q)->r)->q))))->p","p,q,r","p,q,r","p,q,r","p","p"
"(p->(((p->((q->p)->q))->(r->q))->q))->(q->((p->p)->(p->p)))","p,q,r","p,q,r","p,q,r","p","p"
"p->((p->((p->p)->(p->q)))->((r->(((q->p)->r)->r))->(p->q)))","p,q,r","p,q,r","p,q,r","p","p"
"p->(p->((p->((q->((r->q)->p))->(s->(q->((s->p)->r)))))->p))","p","q","r","s","p"
"p->((q->((r->(((s->(r->(p->s)))->((p->q)->p))->q))->q))->p)","p","q","r","s","p"
"p->((q->q)->(p->(((((r->s)->r)->(q->p))->((q->p)->r))->r)))","p,r","p,r","q,s","q,s","p"
"(p->(q->(((q->p)->(p->r))->s)))->((((q->p)->(q->p))->r)->q)","q","p,r,s","p,r,s","p,r,s","p"
"p->((q->r)->(((((r->r)->q)->((r->(s->q))->s))->q)->(r->q)))","p,q,r","p,q,r","p,q,r","s","p"
"p->(((q->((p->r)->(s->((r->((q->p)->q))->p))))->p)->(q->p))","p","q","r","s","p"
"(((p->(q->p))->p)->r)->(((r->(s->(r->(p->(s->q)))))->s)->s)","s","p","q","r","p"
"p->(p->((q->((((r->p)->p)->s)->((p->r)->(p->(s->q)))))->s))","p,s","p,s","q,r","q,r","p"
"(p->(((q->((r->s)->r))->((s->(s->p))->(r->p)))->(s->p)))->p","p","q","r","s","p"
"(((p->(q->p))->(((p->q)->p)->r))->(q->(s->(q->(r->q)))))->s","s","p","q","r","p"
"((p->((p->((q->p)->(r->(p->(s->q)))))->s))->(p->s))->(p->q)","p,q","p,q","r,s","r,s","p"
"(((((p->(p->q))->r)->s)->s)->(((s->(q->s))->(r->r))->p))->s","s","p,q,r","p,q,r","p,q,r","p"
"(p->(((p->q)->r)->((p->(q->(s->q)))->((q->(p->q))->p))))->s","s","p,q,r","p,q,r","p,q,r","p"
"(((((p->(q->((r->q)->r)))->s)->q)->(q->r))->r)->(p->(s->s))","s","p","q","r","p"
"(((p->((((p->q)->(((p->r)->q)->q))->(p->r))->q))->s)->s)->q","q","p,r,s","p,r,s","p,r,s","p"
"((p->q)->((((p->(r->s))->q)->(s->((r->r)->q)))->s))->(q->p)","p,q","p,q","r,s","r,s","p"
"(p->((((q->(p->q))->r)->r)->((s->(q->(s->p)))->(r->q))))->s","s","p,q,r","p,q,r","p,q,r","p"
"((p->(p->((p->(q->(r->s)))->s)))->(q->r))->(q->((r->r)->p))","p,q","p,q","r,s","r,s","p"
"(((((p->q)->p)->(r->s))->q)->(((p->s)->s)->(s->(p->r))))->r","r","p,q,s","p,q,s","p,q,s","p"
"(((p->q)->(r->(p->s)))->((p->s)->(s->(((s->r)->s)->r))))->q","q","p,r,s","p,r,s","p,r,s","p"
"(p->q)->(r->((s->(p->(s->(s->(p->r)))))->((s->q)->(s->q))))","q,r,s","q,r,s","q,r,s","p","p"
"p->(q->(q->(r->(((r->p)->(((r->(s->q))->p)->(s->q)))->q))))","q","p","r","s","p"
"(p->(((p->q)->((r->s)->(s->((p->q)->r))))->(r->q)))->(q->s)","q,s","q,s","p,r","p,r","p"
"(p->(q->r))->((p->(p->((p->((p->r)->(p->(r->s))))->s)))->q)","q","p,r,s","p,r,s","p,r,s","p"
"(p->q)->((r->((p->(p->p))->((q->(r->(q->s)))->r)))->(p->p))","p","q","r","s","p"
"((p->(p->(q->r)))->(q->(s->p)))->(q->((r->(s->q))->(r->s)))","q,r,s","q,r,s","q,r,s","p","p"
"((p->(q->r))->p)->(((q->((q->s)->(s->r)))->((r->s)->r))->r)","p,r","p,r","q,s","q,s","p"
"p->(q->(((q->r)->((r->q)->((s->(q->r))->q)))->(q->(s->r))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(((p->q)->p)->((((r->s)->p)->p)->((q->s)->(s->(p->r)))))->q","q","p,r,s","p,r,s","p,r,s","p"
"(((((p->q)->p)->r)->s)->(((r->q)->((r->r)->r))->(r->s)))->q","q","p,r,s","p,r,s","p,r,s","p"
"((((((p->q)->(r->s))->q)->r)->(((q->p)->r)->(s->q)))->s)->p","p,s","p,s","q,r","q,r","p"
"p->((((q->(r->(s->(s->(p->((q->p)->s))))))->(s->s))->s)->q)","p,q,s","p,q,s","p,q,s","r","p"
"((p->q)->((r->((((s->(p->(q->r)))->r)->(q->q))->p))->p))->p","p","q,r,s","q,r,s","q,r,s","p"
"p->(((q->r)->((s->(p->(s->q)))->(q->((q->(r->s))->q))))->q)","p,q","p,q","r,s","r,s","p"
"(p->(q->(q->q)))->(((((r->p)->r)->(p->p))->q)->((s->s)->p))","p","q,r,s","q,r,s","q,r,s","p"
"(p->q)->((((r->r)->s)->(q->(p->r)))->(q->((s->s)->(s->r))))","q,r,s","q,r,s","q,r,s","p","p"
"(p->p)->(q->((r->((((q->r)->r)->((r->q)->(p->r)))->p))->s))","q,s","q,s","p,r","p,r","p"
"((p->(((p->(((p->q)->(q->r))->((r->p)->s)))->q)->r))->q)->q","q","p,r,s","p,r,s","p,r,s","p"
"p->((q->r)->((q->(((q->(q->r))->(q->p))->(p->(r->r))))->s))","p,s","p,s","q,r","q,r","p"
"p->(((q->(((r->(s->((s->q)->p)))->p)->(s->q)))->s)->(q->r))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(p->((q->(r->p))->s))->((s->s)->(q->(q->(((s->q)->p)->r))))","q,r","q,r","p,s","p,s","p"
"(p->(q->((((q->q)->r)->s)->s)))->(r->((q->(s->s))->(s->q)))","q,r,s","q,r,s","q,r,s","p","p"
"((((((p->q)->r)->(r->(s->q)))->(r->q))->s)->(q->(q->q)))->p","p","q,r,s","q,r,s","q,r,s","p"
"p->(p->(q->((((q->p)->((r->r)->p))->((p->(r->r))->q))->s)))","p,q,s","p,q,s","p,q,s","r","p"
"((p->((p->(p->((q->q)->r)))->(s->((p->r)->r))))->q)->(r->p)","p,r","p,r","q,s","q,s","p"
"((((p->q)->(((r->s)->q)->s))->(s->(p->s)))->(p->p))->(s->q)","q,s","q,s","p,r","p,r","p"
"(p->(((p->q)->(p->p))->(((r->((q->(s->p))->p))->p)->r)))->r","r","p,q,s","p,q,s","p,q,s","p"
"(p->((q->((r->(s->(r->(p->(r->s)))))->p))->(r->s)))->(p->s)","p,s","p,s","q,r","q,r","p"
"((((((((p->q)->r)->r)->s)->(q->(r->s)))->(r->q))->s)->q)->q","q","p,r,s","p,r,s","p,r,s","p"
"p->((q->((r->((((q->r)->(s->s))->p)->((p->s)->s)))->s))->r)","p,r","p,r","q,s","q,s","p"
"p->((((q->r)->s)->((((q->s)->(r->q))->(r->r))->r))->(q->p))","p","q","r","s","p"
"p->(((p->(q->(r->q)))->(((s->(q->q))->(r->q))->(r->q)))->p)","p","q","r","s","p"
"(((p->(p->q))->r)->((s->((p->s)->r))->((q->q)->r)))->(r->q)","q,r","q,r","p,s","p,s","p"
"(((((p->(q->(q->(r->(r->s)))))->q)->(r->p))->s)->p)->(p->r)","p,r","p,r","q,s","q,s","p"
"(p->((q->q)->((r->(r->s))->(s->((s->(p->(s->s)))->p)))))->q","q","p,r,s","p,r,s","p,r,s","p"
"((p->((q->(((r->((q->(p->s))->p))->q)->s))->q))->q)->(r->s)","r,s","r,s","p,q","p,q","p"
"p->((((((((q->r)->(q->s))->p)->r)->p)->s)->(r->(s->q)))->p)","p","q","r","s","p"
"((p->q)->(p->q))->(r->((((q->p)->(q->s))->s)->(p->(q->s))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(p->(((((q->r)->p)->p)->(s->(q->(q->(q->q)))))->(s->p)))->s","s","p","q","r","p"
"((p->p)->(((q->p)->q)->(p->r)))->((p->(r->q))->((q->p)->s))","s","p,q,r","p,q,r","p,q,r","p"
"p->((q->r)->(((q->((p->s)->(q->(s->(r->(p->r))))))->r)->q))","p,q,r","p,q,r","p,q,r","s","p"
"p->(((q->(((r->(q->r))->(((q->s)->r)->p))->(q->s)))->r)->q)","p,q","p,q","r,s","r,s","p"
"p->((q->((r->s)->(((p->p)->s)->r)))->(r->((p->r)->(r->p))))","p","q","r","s","p"
"((((p->p)->q)->(p->((r->(p->q))->(p->s))))->q)->(q->(q->p))","p,q","p,q","r,s","r,s","p"
"(((p->(p->q))->(q->(((p->(r->(s->(s->s))))->q)->p)))->s)->p","p","q,r,s","q,r,s","q,r,s","p"
"p->(p->((q->((q->((q->q)->p))->q))->(p->(((q->q)->r)->s))))","p,s","p,s","q,r","q,r","p"
"p->((q->(q->r))->(s->((s->(((q->q)->(q->q))->(r->s)))->r)))","p,r,s","p,r,s","p,r,s","q","p"
"(p->((((q->r)->s)->r)->(((q->q)->p)->s)))->(r->((q->r)->q))","q,r","q,r","p,s","p,s","p"
"p->((((q->p)->r)->p)->(((p->(((r->r)->r)->q))->(q->s))->s))","p,s","p,s","q,r","q,r","p"
"(p->q)->(r->(s->(p->(((q->(p->((p->(p->p))->q)))->p)->p))))","p","q","r","s","p"
"(p->(((((q->((r->p)->p))->s)->r)->s)->p))->(r->(r->(q->r)))","r","p","q","s","p"
"p->((p->(q->((r->(p->(q->(r->s))))->s)))->(r->(p->(p->r))))","r","p","q","s","p"
"(p->q)->((r->s)->((((q->(r->(((r->s)->s)->r)))->s)->q)->p))","p","q,r,s","q,r,s","q,r,s","p"
"(p->((q->(((r->(p->(p->r)))->q)->((r->(r->q))->s)))->s))->q","q","p,r,s","p,r,s","p,r,s","p"
"((((p->q)->(((r->(p->q))->q)->p))->(p->q))->((s->r)->q))->q","q","p,r,s","p,r,s","p,r,s","p"
"p->((p->(q->((p->(r->(q->r)))->r)))->(p->((s->(q->s))->q)))","p,q","p,q","r,s","r,s","p"
"(p->((q->((p->(r->(r->s)))->p))->((q->q)->((p->q)->s))))->r","r","p,q,s","p,q,s","p,q,s","p"
"(p->((q->((p->r)->r))->((((s->q)->s)->((s->p)->s))->q)))->p","p","q","r","s","p"
"p->(((q->r)->(q->(r->(p->s))))->((s->q)->(p->((r->p)->q))))","p,q","p,q","r,s","r,s","p"
"((((((((p->p)->(p->q))->r)->((p->r)->q))->q)->s)->r)->p)->p","p","q,r,s","q,r,s","q,r,s","p"
"((p->p)->(((q->(p->q))->(q->((p->q)->((r->r)->q))))->q))->s","s","p,q,r","p,q,r","p,q,r","p"
"((((((p->q)->r)->(s->(r->((s->q)->(q->p)))))->r)->s)->s)->r","r","p,q,s","p,q,s","p,q,s","p"
"(((((p->(q->p))->p)->p)->(p->r))->(r->p))->((r->s)->(p->q))","p,q","p,q","r,s","r,s","p"
"(((p->q)->p)->(((r->((s->q)->r))->s)->((s->q)->r)))->(r->s)","r,s","r,s","p,q","p,q","p"
"(p->((((q->q)->q)->r)->(r->(r->(p->((r->s)->(p->r)))))))->r","r","p","q","s","p"
"p->((p->((p->(q->((r->(s->(r->p)))->p)))->((r->s)->r)))->s)","p,s","p,s","q,r","q,r","p"
"((p->((((((q->r)->(q->(q->s)))->s)->p)->q)->q))->(p->p))->s","s","p,q,r","p,q,r","p,q,r","p"
"((p->q)->q)->((p->r)->((s->((r->(p->(p->p)))->(r->s)))->r))","r","p,q,s","p,q,s","p,q,s","p"
"(((p->p)->q)->p)->((p->(((((p->(r->q))->s)->q)->s)->r))->r)","r","p,q,s","p,q,s","p,q,s","p"
"p->((((p->q)->((r->(q->(r->(q->q))))->s))->(q->r))->(r->p))","p","q","r","s","p"
"((p->q)->r)->(q->(s->(p->((s->(r->((p->(r->q))->r)))->r))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"((((p->q)->p)->((r->s)->(p->q)))->(r->(p->((s->q)->s))))->p","p","q","r","s","p"
"p->(((q->q)->(r->(q->s)))->((q->((((r->r)->r)->s)->p))->q))","p,q","p,q","r,s","r,s","p"
"(p->q)->(((((((((r->s)->q)->q)->q)->q)->(s->s))->q)->q)->s)","s","p,q,r","p,q,r","p,q,r","p"
"((p->((q->(p->r))->(((q->(q->(r->p)))->q)->(s->p))))->q)->p","p,q","p,q","r,s","r,s","p"
"((((p->(q->p))->r)->((((s->p)->r)->p)->s))->(r->(s->p)))->p","p","q,r,s","q,r,s","q,r,s","p"
"(p->(q->r))->(p->(p->(((q->p)->p)->(s->(s->(s->(q->r)))))))","p,q,r,s","p,q,r,s","p,q,r,s","p,q,r,s","p"
"(p->p)->(q->(r->((((s->p)->(((s->(s->q))->r)->s))->s)->s)))","q,r,s","q,r,s","q,r,s","p","p"
"(((p->q)->((r->s)->(s->((p->p)->p))))->r)->((q->r)->(p->p))","p","q","r","s","p"
"p->(q->((((p->q)->q)->(q->((q->(r->s))->(s->(r->s)))))->r))","p,q,r","p,q,r","p,q,r","s","p"
"(((p->(q->(q->(p->q))))->r)->(s->(s->r)))->(((t->t)->r)->p)","p","r,s,t","r,s,t","r,s,t","q"
"((p->(q->(r->(p->(((p->s)->((p->t)->s))->t)))))->q)->(t->s)","q,s,t","q,s,t","q,s,t","p","r"
"p->((p->q)->((q->(((r->s)->s)->(s->(r->q))))->(p->(t->t))))","t","p","q","r","s"
"p->(((q->(((r->(s->t))->(t->q))->t))->(s->t))->((s->p)->s))","p,s","p,s","q,t","q,t","r"
"p->((((p->(((q->r)->r)->(p->p)))->q)->(p->((s->t)->p)))->q)","p,q","p,q","r","s,t","s,t"
"p->((((((((q->q)->((r->s)->r))->s)->t)->(q->q))->s)->q)->t)","p,t","p,t","q,s","q,s","r"
"p->(((q->r)->((p->p)->q))->(r->((s->p)->(r->(s->(t->s))))))","s","p","q","r","t"
"p->((q->(r->r))->((((p->p)->s)->((r->(t->s))->q))->(r->r)))","r","p","q","s","t"
"(p->((q->r)->(((q->p)->(q->s))->(t->s))))->(s->(t->(r->p)))","p,r,s,t","p,r,s,t","p,r,s,t","p,r,s,t","q"
"p->((q->((p->((r->s)->((s->q)->(r->(t->t)))))->r))->(r->s))","p,r,s","p,r,s","p,r,s","q","t"
"(((((p->(q->r))->s)->(q->r))->p)->(p->t))->(s->(t->(t->t)))","t","p","q","r","s"
"(p->q)->((p->((r->(s->(t->(r->(q->(r->(p->r)))))))->t))->p)","p","q","r","s","t"
"p->(((p->q)->(q->r))->(p->((s->q)->(q->(s->(r->(t->q)))))))","q","p","r","s","t"
"(p->(q->(p->((r->((((p->s)->q)->(p->t))->r))->(s->p)))))->r","r","p,q,s","p,q,s","p,q,s","t"
"(p->q)->((r->((r->p)->(s->((((q->t)->s)->p)->q))))->(q->p))","p,q","p,q","r,s","r,s","t"
"p->(((q->((q->(r->(s->(q->t))))->s))->((s->t)->(q->s)))->t)","p,t","p,t","q,s","q,s","r"
"(((p->p)->q)->r)->(q->(p->((((q->(s->r))->t)->t)->(r->t))))","p,q,r,t","p,q,r,t","p,q,r,t","p,q,r,t","s"
"p->((p->((((q->r)->s)->(((s->t)->q)->p))->t))->(r->(p->s)))","p,r,s","p,r,s","p,r,s","t","q"
"p->((q->r)->(((q->q)->((p->s)->((r->q)->q)))->((r->s)->t)))","p,t","p,t","q,r","q,r","s"
"(p->q)->(((p->((r->p)->s))->((s->s)->r))->(t->((r->r)->r)))","r,t","r,t","p,s","p,s","q"
"(p->((q->r)->(q->((p->r)->(s->(((r->q)->(s->p))->p))))))->t","t","p,q,s","p,q,s","p,q,s","r"
"(p->((p->((q->(r->((p->s)->t)))->s))->(((q->r)->p)->s)))->p","p","q","r","s","t"
"p->((q->r)->(s->((s->q)->(q->((((r->(p->t))->s)->q)->t)))))","p,q,s,t","p,q,s,t","p,q,s,t","p,q,s,t","r"
"((p->q)->r)->(((q->(r->(((s->t)->q)->q)))->(s->(p->p)))->r)","r","p,q,s","p,q,s","p,q,s","t"
"((((p->(q->((p->r)->p)))->r)->((s->(r->(s->t)))->r))->r)->r","r","p,q,s","p,q,s","p,q,s","t"
"p->((((q->q)->r)->((s->((s->(q->(s->s)))->p))->t))->(r->s))","p,r,s","p,r,s","p,r,s","t","q"
"p->(q->((p->(((r->p)->((q->q)->((s->r)->p)))->(s->r)))->t))","p,q,t","p,q,t","p,q,t","r","s"
"p->((p->q)->(r->(s->(t->(t->((((r->(q->s))->q)->p)->p))))))","p","q","r","s","t"
"p->(q->(((((p->p)->(q->(r->(s->s))))->((r->t)->r))->q)->s))","p,q,s","p,q,s","p,q,s","r","t"
"(((p->(q->r))->q)->s)->((t->(r->((((q->p)->r)->p)->r)))->p)","p","q,r,s","q,r,s","q,r,s","t"
"((p->q)->((((r->s)->((t->r)->(t->((t->r)->r))))->s)->r))->q","q","p,r,s","p,r,s","p,r,s","t"
"(p->q)->(((q->(r->r))->((p->(p->((p->(s->q))->s)))->t))->q)","q","p,r,t","p,r,t","p,r,t","s"
"p->(((q->r)->r)->((r->(r->(p->(q->p))))->((s->t)->(q->t))))","p,q,t","p,q,t","p,q,t","r","s"
"(p->(q->(q->p)))->(r->((p->((((r->(r->p))->s)->s)->r))->t))","r,t","r,t","p,q","p,q","s"
"((p->q)->((r->(q->s))->r))->(p->((((r->s)->p)->(q->t))->p))","p","q","r","s","t"
"(p->((q->r)->(s->(p->(((p->q)->(s->r))->q)))))->((q->t)->r)","r","p,q,t","p,q,t","p,q,t","s"
"p->(((q->(r->q))->s)->((t->p)->((t->(p->(p->(t->t))))->q)))","p,q","p,q","s,t","s,t","r"
"p->(((q->(r->s))->p)->((t->s)->((((r->(t->t))->r)->r)->r)))","p,r","p,r","s,t","s,t","q"
"p->((q->p)->((r->r)->(q->(((s->((s->(t->s))->s))->p)->p))))","p","q","r","s","t"
"p->((q->((r->s)->((t->r)->((r->p)->(p->(r->p))))))->(r->s))","p,r,s","p,r,s","p,r,s","q","t"
"(((p->((((q->((r->r)->s))->p)->p)->(s->p)))->r)->p)->(t->p)","p,t","p,t","r,s","r,s","q"
"(p->q)->((q->(((((p->r)->(s->q))->r)->t)->p))->((s->s)->p))","p","q,s,t","q,s,t","q,s,t","r"
"p->((((q->r)->(s->p))->(((p->p)->((t->t)->(r->s)))->q))->s)","p,s","p,s","q,r","q,r","t"
"(p->(q->q))->((((r->(s->(r->p)))->t)->r)->((q->(r->t))->q))","q","p,r,t","p,r,t","p,r,t","s"
